Code,名稱,網址,評分,餐點類型
g9wo,水雲朵DrinkStore (彰化曉陽店),/restaurant/g9wo/shui-yun-duo-drinkstore-zhang-hua-xiao-yang-dian,4.9 stars out of 5,飲料
shvt,台北江麻辣臭豆腐 (彰化曉陽店),/restaurant/shvt/tai-bei-jiang-ma-la-chou-dou-fu-zhang-hua-xiao-yang-dian,4.7 stars out of 5,台式
u8tm,心緣素食麵,/restaurant/u8tm/xin-yuan-su-shi-mian,4.9 stars out of 5,素食
b5xe,蒝味甘梅薯條,/restaurant/b5xe/yuan-wei-gan-mei-shu-tiao,4.7 stars out of 5,素食
x27b,古早味鹹水雞,/restaurant/x27b/gu-zao-wei-xian-shui-ji,4.7 stars out of 5,小吃
lilp,肉食丼物,/restaurant/lilp/rou-shi-jing-wu,4.8 stars out of 5,日式
zjys,烤串日常,/restaurant/zjys/kao-chuan-ri-chang,4.9 stars out of 5,小吃
d1qr,腐頭幫炸饅頭,/restaurant/d1qr/fu-tou-bang-zha-man-tou,4.9 stars out of 5,小吃
jz5v,好食在食集,/restaurant/jz5v/hao-shi-zai-shi-ji,4.4 stars out of 5,台式
jecz,鶴茶樓 (彰化民族店),/restaurant/jecz/he-cha-lou-zhang-hua-min-zu-dian,4.9 stars out of 5,飲料
qdk1,吳家炸物,/restaurant/qdk1/wu-jia-zha-wu,4.7 stars out of 5,台式
b2ta,炳叔烤玉米 (彰化彰新店),/restaurant/b2ta/bing-shu-kao-yu-mi-zhang-hua-zhang-xin-dian,4.8 stars out of 5,小吃
u8fc,日食咖啡小館,/restaurant/u8fc/ri-shi-ka-pei-xiao-guan,4.8 stars out of 5,歐美
xw56,米撰雞腿壩王 (彰化中正店),/restaurant/xw56/mi-zhuan-ji-tui-ba-wang-zhang-hua-zhong-zheng-dian,5 stars out of 5,台式
fax2,就是要甜甜圈,/restaurant/fax2/jiu-shi-yao-tian-tian-quan,4.7 stars out of 5,甜點
k4xz,Miss Energy 能量小姐 (彰化博愛店),/restaurant/k4xz/miss-energy-neng-liang-xiao-jie-zhang-hua-bo-ai-dian,4.8 stars out of 5,健康餐
d3gk,士林生炒花枝 (彰化金馬店),/restaurant/d3gk/shi-lin-sheng-chao-hua-zhi-zhang-hua-jin-ma-dian,4.5 stars out of 5,台式
z4co,得百豆全豆漿,/restaurant/z4co/de-bai-dou-quan-dou-jiang,4.9 stars out of 5,小吃
wgog,Go!來找餐,/restaurant/wgog/go-lai-zhao-can,4.9 stars out of 5,早餐
zpq4,華圓池上飯包 (彰化曉陽店),/restaurant/zpq4/hua-yuan-chi-shang-fan-bao-zhang-hua-xiao-yang-dian,4.9 stars out of 5,台式
gxy8,湖南牛肉麵館 (彰化南郭店),/restaurant/gxy8/hu-nan-niu-rou-mian-guan-zhang-hua-nan-guo-dian,4.2 stars out of 5,中式
q7es,品八方 (彰化金馬店),/restaurant/q7es/pin-ba-fang-zhang-hua-jin-ma-dian,4.5 stars out of 5,港式
le3j,自強鐵板燒,/restaurant/le3j/zi-qiang-tie-ban-shao-le3j,4.5 stars out of 5,台式
d9rj,豆奶伯中西自助早午餐,/restaurant/d9rj/dou-nai-bo-zhong-xi-zi-zhu-zao-wu-can,4.8 stars out of 5,早餐
z2io,Do Nothing day 義大利麵,/restaurant/z2io/do-nothing-day-yi-da-li-mian,4.7 stars out of 5,歐美
z3sy,La Coma Caf'e＆Brunch,/restaurant/z3sy/la-coma-cafe-brunch,4.9 stars out of 5,歐美
p29p,雲燒炭烤吐司,/restaurant/p29p/yun-shao-tan-kao-tu-si,4.5 stars out of 5,台式
hth6,謝媽媽飯糰,/restaurant/hth6/xie-ma-ma-fan-tuan,4.8 stars out of 5,小吃
fphy,金仙蝦捲飯 (彰化民族店),/restaurant/fphy/jin-xian-xia-juan-fan-zhang-hua-min-zu-dian,4.7 stars out of 5,台式
ixit,蒝味蔬食,/restaurant/ixit/yuan-wei-shu-shi,4.9 stars out of 5,小吃
g4dz,阿全爌肉飯,/restaurant/g4dz/a-quan-kuang-rou-fan,4.7 stars out of 5,台式
k4at,米豐港式麵館,/restaurant/k4at/mi-feng-gang-shi-mian-guan,4.6 stars out of 5,港式
n2xw,永安鐵板蓋飯,/restaurant/n2xw/yong-an-tie-ban-gai-fan,4.8 stars out of 5,台式
rtbf,楊桃園豆花,/restaurant/rtbf/yang-tao-yuan-dou-hua,4.5 stars out of 5,甜點
v4t9,添冰手炒黑糖剉冰,/restaurant/v4t9/tian-bing-shou-chao-hei-tang-cuo-bing,4.9 stars out of 5,甜點
xsn3,享聚食堂,/restaurant/xsn3/xiang-ju-shi-tang-xsn3,4.3 stars out of 5,台式
usgt,石饕低卡餐盒 (彰化曉陽店),/restaurant/usgt/shi-tao-di-qia-can-he-zhang-hua-xiao-yang-dian,4.8 stars out of 5,健康餐
k2za,佬台南鍋燒意麵 (彰化南郭店),/restaurant/k2za/lao-tai-nan-guo-shao-yi-mian-zhang-hua-nan-guo-dian,4.7 stars out of 5,台式
xcyh,保祿丼飯,/restaurant/xcyh/bao-lu-jing-fan,4.5 stars out of 5,日式
qtmh,孫東寶 (彰化旭光店),/restaurant/qtmh/sun-dong-bao-zhang-hua-xu-guang-dian,4.3 stars out of 5,台式
kh1r,老賴茶棧 (彰化民族店),/restaurant/kh1r/lao-lai-cha-zhan-zhang-hua-min-zu-dian,4.9 stars out of 5,飲料
wmu9,大廟口燒烤 (彰化市旗艦店),/restaurant/wmu9/da-miao-kou-shao-kao-zhang-hua-shi-qi-jian-dian,4.8 stars out of 5,台式
hmmi,八棧食堂,/restaurant/hmmi/ba-zhan-shi-tang,4.8 stars out of 5,台式
z7cg,方濟各牛排屋,/restaurant/z7cg/fang-ji-ge-niu-pai-wu,4.8 stars out of 5,台式
rjc4,Stacie foods 日洋料理,/restaurant/rjc4/stacie-foods-ri-yang-liao-li,5 stars out of 5,歐美
b6aw,脆皮雞排 (彰化店),/restaurant/b6aw/cui-pi-ji-pai-zhang-hua-dian,4.7 stars out of 5,小吃
i9ox,中國城海鮮廣場,/restaurant/i9ox/zhong-guo-cheng-hai-xian-guang-chang,4.8 stars out of 5,台式
g5fz,联亭泡菜鍋 (彰化永安店),/restaurant/g5fz/lian-ting-pao-cai-guo-zhang-hua-yong-an-dian,4.9 stars out of 5,台式
c4kx,胖加麵包(彰化自強店),/restaurant/c4kx/pang-jia-mian-bao-zhang-hua-zi-qiang-dian,4.9 stars out of 5,甜點
e9kp,轟太陽燒烤滷味部落廣場（總店）,/restaurant/e9kp/hong-tai-yang-shao-kao-lu-wei-bu-luo-guang-chang-zong-dian,4.8 stars out of 5,小吃
b3fj,豆豆喝豆漿,/restaurant/b3fj/dou-dou-he-dou-jiang,4.7 stars out of 5,小吃
vt7g,御賜湯品屋,/restaurant/vt7g/yu-si-tang-pin-wu,4.9 stars out of 5,台式
tyhm,小時厚牛排 (彰化旭光店),/restaurant/tyhm/xiao-shi-hou-niu-pai-zhang-hua-xu-guang-dian,4.8 stars out of 5,台式
z6db,早點來Carry,/restaurant/z6db/zao-dian-lai-carry,4.8 stars out of 5,早餐
k3jt,永和來來豆漿大王,/restaurant/k3jt/yong-he-lai-lai-dou-jiang-da-wang,4.6 stars out of 5,小吃
gifx,唆唆螺螺螄粉專賣店 (彰化旭光店),/restaurant/gifx/suo-suo-luo-luo-si-fen-zhuan-mai-dian-zhang-hua-xu-guang-dian,5 stars out of 5,中式
a6ez,素禎素食,/restaurant/a6ez/su-zhen-su-shi,4.8 stars out of 5,素食
z4bg,清心緣食坊,/restaurant/z4bg/qing-xin-yuan-shi-fang,4.8 stars out of 5,素食
qp31,巴特手作晨食 (彰化總店),/restaurant/qp31/ba-te-shou-zuo-chen-shi-zhang-hua-zong-dian,4.8 stars out of 5,早餐
z2lg,大思鄉臭臭鍋,/restaurant/z2lg/da-si-xiang-chou-chou-guo,4.8 stars out of 5,台式
mnu3,沢川蛋包飯 (彰化南郭店),/restaurant/mnu3/ze-chuan-dan-bao-fan-zhang-hua-nan-guo-dian,4.4 stars out of 5,日式
fdsu,九月初生乳脆皮甜甜圈 (彰化彰基店),/restaurant/fdsu/jiu-yue-chu-sheng-ru-cui-pi-tian-tian-quan-zhang-hua-zhang-ji-dian,4.8 stars out of 5,甜點
u108,林阿嬤紅茶冰,/restaurant/u108/lin-a-ma-hong-cha-bing,4.9 stars out of 5,飲料
z6cs,職人雙饗丼 (彰化南郭店),/restaurant/z6cs/zhi-ren-shuang-xiang-jing-zhang-hua-nan-guo-dian,4.8 stars out of 5,日式
pazj,三福蛋餅,/restaurant/pazj/san-fu-dan-bing,4.5 stars out of 5,小吃
xq8b,金大捲海苔飯捲 (彰化南郭店),/restaurant/xq8b/jin-da-juan-hai-tai-fan-juan-zhang-hua-nan-guo-dian,3.6 stars out of 5,小吃
e2jr,cama café (彰化彰基店),/restaurant/e2jr/cama-cafe-zhang-hua-zhang-ji-dian,4.9 stars out of 5,咖啡
d0kq,豪記快餐,/restaurant/d0kq/hao-ji-kuai-can,4.7 stars out of 5,台式
a8az,日出川-鹽麴舒肥餐盒,/restaurant/a8az/ri-chu-chuan-yan-qu-shu-fei-can-he,4.8 stars out of 5,健康餐
z7ox,榆蓉會館,/restaurant/z7ox/yu-rong-hui-guan,4.9 stars out of 5,飲料
m6r6,小胖不減肥 (彰化彰化店),/restaurant/m6r6/xiao-pang-bu-jian-fei-zhang-hua-zhang-hua-dian,5 stars out of 5,飲料
al3t,洪家雞肉飯,/restaurant/al3t/hong-jia-ji-rou-fan-al3t,4.9 stars out of 5,台式
ilgt,五花馬水餃館 (彰化中山門市),/restaurant/ilgt/wu-hua-ma-shui-jiao-guan-zhang-hua-zhong-shan-men-shi,4.6 stars out of 5,台式
hzzx,清寶鹹油條 (彰化直營店),/restaurant/hzzx/qing-bao-xian-you-tiao-zhang-hua-zhi-ying-dian,5 stars out of 5,早餐
wnxv,迪利軒輕食便當,/restaurant/wnxv/di-li-xuan-qing-shi-bian-dang,未知,歐美
i4k7,布拉葛利廚房 (彰化南郭店),/restaurant/i4k7/bu-la-ge-li-chu-fang-zhang-hua-nan-guo-dian,5 stars out of 5,健康餐
tq3g,米香園,/restaurant/tq3g/mi-xiang-yuan,4.9 stars out of 5,中式
nlyv,金馬牛肉麵,/restaurant/nlyv/jin-ma-niu-rou-mian,4.7 stars out of 5,台式
a7ht,sico料理所,/restaurant/a7ht/sicoliao-li-suo,4.6 stars out of 5,健康餐
a4is,正阪橋茶水坊 (彰化南郭店),/restaurant/a4is/zheng-ban-qiao-cha-shui-fang-zhang-hua-nan-guo-dian,4.9 stars out of 5,飲料
v6hl,日光遇早點,/restaurant/v6hl/ri-guang-yu-zao-dian,4.9 stars out of 5,早餐
h244,野餐，日 (彰化彰基店),/restaurant/h244/ye-can-ri-zhang-hua-zhang-ji-dian,4.6 stars out of 5,健康餐
t09l,健康彩虹餐盒,/restaurant/t09l/jian-kang-cai-hong-can-he,4.7 stars out of 5,健康餐
e9ki,宥豆食堂-鐵板蓋飯專賣店,/restaurant/e9ki/you-dou-shi-tang-tie-ban-gai-fan-zhuan-mai-dian,4.8 stars out of 5,台式
bnjo,老夫子牛排 (彰化南郭店),/restaurant/bnjo/lao-fu-zi-niu-pai-zhang-hua-nan-guo-dian,4.7 stars out of 5,台式
lspv,美味早安,/restaurant/lspv/mei-wei-zao-an,4.8 stars out of 5,早餐
f8qn,是在哈囉美式炸雞（原曲肯叔叔永樂店）,/restaurant/f8qn/shi-zai-ha-luo-mei-shi-zha-ji-yuan-qu-ken-shu-shu-yong-le-dian,4.6 stars out of 5,歐美
o3bp,紅姐四川冰粉,/restaurant/o3bp/hong-jie-si-chuan-bing-fen,4.7 stars out of 5,台式
dt5r,茶滷-滷味飲料炸物專賣店,/restaurant/dt5r/cha-lu-lu-wei-yin-liao-zha-wu-zhuan-mai-dian,4.5 stars out of 5,小吃
rile,鼎味寶藍菠雞 (彰化中興店),/restaurant/rile/ding-wei-bao-lan-bo-ji-zhang-hua-zhong-xing-dian,5 stars out of 5,健康餐
x7rq,福勝亭 (4717彰福店),/restaurant/x7rq/fu-sheng-ting-4717zhang-fu-dian,4.8 stars out of 5,日式
tu64,潮味決．湯滷專門店 (彰化中興分社),/restaurant/tu64/chao-wei-jue-tang-lu-zhuan-men-dian-zhang-hua-zhong-xing-fen-she,4.8 stars out of 5,台式
s43q,十二段鍋物 (彰化介壽店),/restaurant/s43q/shi-er-duan-guo-wu-zhang-hua-jie-shou-dian,4.9 stars out of 5,台式
aqc4,披薩樂 手工披薩,/restaurant/aqc4/pi-sa-le-shou-gong-pi-sa,4.9 stars out of 5,歐美
z2zp,銀河冰果室,/restaurant/z2zp/yin-he-bing-guo-shi,4.8 stars out of 5,甜點
zwzl,潮麻吉 (彰化實踐店),/restaurant/zwzl/chao-ma-ji-zhang-hua-shi-jian-dian,4.8 stars out of 5,小吃
a294,墨飲,/restaurant/a294/mo-yin,4.7 stars out of 5,飲料
s0jb,百吉園豆漿(中興店),/restaurant/s0jb/bai-ji-yuan-dou-jiang-zhong-xing-dian,4.8 stars out of 5,台式
gpzc,奈良咖喱本舖 (彰化家樂福店),/restaurant/gpzc/nai-liang-ka-li-ben-pu-zhang-hua-jia-le-fu-dian,4.5 stars out of 5,日式
n4bp,武士燒迴轉蛋糕 (家樂福金馬店),/restaurant/n4bp/wu-shi-shao-hui-zhuan-dan-gao-jia-le-fu-jin-ma-dian,4.7 stars out of 5,甜點
z1uq,瘋雞鹽酥雞2.0,/restaurant/z1uq/feng-ji-yan-su-ji-2-0,4.8 stars out of 5,小吃
m7pb,古拉爵 (彰化家樂福彰化店),/restaurant/m7pb/gu-la-jue-zhang-hua-jia-le-fu-zhang-hua-dian,4.6 stars out of 5,歐美
h64f,杏福の滋味 (彰化精誠店),/restaurant/h64f/xing-fu-nozi-wei-zhang-hua-jing-cheng-dian,4.8 stars out of 5,小吃
g6m7,實踐路廣東粥,/restaurant/g6m7/shi-jian-lu-guang-dong-zhou,4.8 stars out of 5,中式
axuq,高北牛乳大王 (彰化精誠夜市店),/restaurant/axuq/gao-bei-niu-ru-da-wang-zhang-hua-jing-cheng-ye-shi-dian,3.1 stars out of 5,飲料
unw3,牛太郎燒肉丼飯,/restaurant/unw3/niu-tai-lang-shao-rou-jing-fan,4.8 stars out of 5,日式
a0zo,三王藥燉支骨,/restaurant/a0zo/san-wang-yao-dun-zhi-gu,4.6 stars out of 5,台式
mnyr,余記蜜汁燒烤（精誠夜市）,/restaurant/mnyr/yu-ji-mi-zhi-shao-kao-jing-cheng-ye-shi,4.2 stars out of 5,小吃
ylgf,彭家屯牛肉館,/restaurant/ylgf/peng-jia-tun-niu-rou-guan,4.7 stars out of 5,台式
a5er,彰安豬肉餡餅,/restaurant/a5er/zhang-an-zhu-rou-xian-bing,4.9 stars out of 5,小吃
mlom,E jo’s 鮮,/restaurant/mlom/e-jos-xian,5 stars out of 5,健康餐
z5xe,頂級日式海苔飯捲,/restaurant/z5xe/ding-ji-ri-shi-hai-tai-fan-juan,4.6 stars out of 5,日式
hl96,芳珍蔬食-素食專賣  (彰化中正店),/restaurant/hl96/fang-zhen-shu-shi-su-shi-zhuan-mai-zhang-hua-zhong-zheng-dian,4.9 stars out of 5,素食
dtva,張奶奶的私房菜,/restaurant/dtva/zhang-nai-nai-de-si-fang-cai,4.7 stars out of 5,台式
zje6,義特意式餐坊,/restaurant/zje6/yi-te-yi-shi-can-fang,5 stars out of 5,歐美
ljk5,Miss Ya 蜜絲葉有纖低卡食驗所,/restaurant/ljk5/miss-ya-mi-si-xie-you-xian-di-qia-shi-yan-suo,5 stars out of 5,健康餐
zje7,捌貳麵食堂 (彰化師大店),/restaurant/zje7/ba-er-mian-shi-tang-zhang-hua-shi-da-dian,3 stars out of 5,日式
v4gv,木木食分想念蔬食,/restaurant/v4gv/mu-mu-shi-fen-xiang-nian-shu-shi,4.5 stars out of 5,素食
lni5,鮮食煮義,/restaurant/lni5/xian-shi-zhu-yi-lni5,4.8 stars out of 5,歐美
vgs3,貝司堡 (彰化中興店),/restaurant/vgs3/bei-si-bao-zhang-hua-zhong-xing-dian,4.8 stars out of 5,台式
z2yr,瑪西所,/restaurant/z2yr/ma-xi-suo,4.7 stars out of 5,韓式
j0sf,小貓咪速食連鎖 (彰化南郭店),/restaurant/j0sf/xiao-mao-mi-su-shi-lian-suo-zhang-hua-nan-guo-dian,4.8 stars out of 5,早餐
b6ky,益豪鍋燒專賣店 (彰化民族店),/restaurant/b6ky/yi-hao-guo-shao-zhuan-mai-dian-zhang-hua-min-zu-dian,4.8 stars out of 5,台式
z6ht,品宗厚蛋燒,/restaurant/z6ht/pin-zong-hou-dan-shao,4.8 stars out of 5,台式
z4se,晨光堡,/restaurant/z4se/chen-guang-bao,4.8 stars out of 5,早餐
w810,萵居健康餐食,/restaurant/w810/wo-ju-jian-kang-can-shi,4.9 stars out of 5,健康餐
ksuw,鄉村小火鍋,/restaurant/ksuw/xiang-cun-xiao-huo-guo,5 stars out of 5,台式
z4fm,尋鹿咖啡 (彰化永安店),/restaurant/z4fm/xun-lu-ka-pei-zhang-hua-yong-an-dian,4.7 stars out of 5,歐美
tylv,阿英爌肉飯,/restaurant/tylv/a-ying-kuang-rou-fan,4.8 stars out of 5,台式
ugli,白鬍泡泡 (彰化民族店),/restaurant/ugli/bai-hu-pao-pao-zhang-hua-min-zu-dian,4.6 stars out of 5,飲料
z5jq,享.食光咖啡早午餐,/restaurant/z5jq/xiang-shi-guang-ka-pei-zao-wu-can,4.8 stars out of 5,台式
mvsr,精誠夜市四川重慶麻辣燙,/restaurant/mvsr/jing-cheng-ye-shi-si-chuan-zhong-qing-ma-la-tang,4.9 stars out of 5,小吃
ujay,丸亀製麵 (彰化家樂福店),/restaurant/ujay/wan-gui-zhi-mian-zhang-hua-jia-le-fu-dian,4.9 stars out of 5,日式
a4kh,茶湯會 (彰化彰商店),/restaurant/a4kh/cha-tang-hui-zhang-hua-zhang-shang-dian,4.8 stars out of 5,飲料
hfc5,Fc炙燒牛,/restaurant/hfc5/fczhi-shao-niu,5 stars out of 5,台式
z0jm,Page6 義式廚房,/restaurant/z0jm/page6-yi-shi-chu-fang,4.8 stars out of 5,歐美
xon5,禾豐海鮮粥 (彰化彰工店),/restaurant/xon5/he-feng-hai-xian-zhou-zhang-hua-zhang-gong-dian,4.8 stars out of 5,台式
a7ez,小豬很忙蔬果滷味 (彰化大埔店),/restaurant/a7ez/xiao-zhu-hen-mang-shu-guo-lu-wei-zhang-hua-da-bu-dian,4.7 stars out of 5,小吃
tmr6,喜蕃刨飲,/restaurant/tmr6/xi-fan-bao-yin,4.3 stars out of 5,甜點
z0lj,NU PASTA (彰化中正店),/restaurant/z0lj/nu-pasta-zhang-hua-zhong-zheng-dian,4.7 stars out of 5,歐美
p4uq,黑冰楓,/restaurant/p4uq/hei-bing-feng,4.8 stars out of 5,飲料
cxl4,豪傳說雞排 (彰化師大店),/restaurant/cxl4/hao-chuan-shuo-ji-pai-zhang-hua-shi-da-dian,4.9 stars out of 5,小吃
pj0c,鼎豆芋圓,/restaurant/pj0c/ding-dou-yu-yuan,4.9 stars out of 5,甜點
dukp,信韻茶 泰國蝦料理,/restaurant/dukp/xin-yun-cha-tai-guo-xia-liao-li,4.4 stars out of 5,台式
lnio,送青 (彰化大埔店),/restaurant/lnio/song-qing-zhang-hua-da-bu-dian,4.9 stars out of 5,飲料
z6qz,吳家紅茶冰 (彰化林森店),/restaurant/z6qz/wu-jia-hong-cha-bing-zhang-hua-lin-sen-dian,4.9 stars out of 5,飲料
g7jl,唐太盅養生燉品甜湯 (彰化中正店),/restaurant/g7jl/tang-tai-zhong-yang-sheng-dun-pin-tian-tang-zhang-hua-zhong-zheng-dian,4.6 stars out of 5,中式
kmi8,燒瓶子。大肆の鍋 (彰化店),/restaurant/kmi8/shao-ping-zi-da-si-noguo-zhang-hua-dian,4.7 stars out of 5,台式
mj8k,就醬子烤吧 (彰化民族店),/restaurant/mj8k/jiu-jiang-zi-kao-ba-zhang-hua-min-zu-dian,3.6 stars out of 5,小吃
aou2,ET鹽水雞《去骨達人》 (彰化精誠店),/restaurant/aou2/etyan-shui-ji-qu-gu-da-ren-zhang-hua-jing-cheng-dian,4.4 stars out of 5,小吃
a5jz,小松丼丼 (大埔店),/restaurant/a5jz/xiao-song-jing-jing-da-bu-dian,4.8 stars out of 5,日式
chgh,FIGHTCOW 炙燒骰子牛 (彰化精誠店),/restaurant/chgh/fightcow-zhi-shao-tou-zi-niu-zhang-hua-jing-cheng-dian,4.8 stars out of 5,小吃
yot5,宮本武丼 (彰化中山店),/restaurant/yot5/gong-ben-wu-jing-zhang-hua-zhong-shan-dian,4.8 stars out of 5,日式
v34x,賞口拉麵,/restaurant/v34x/shang-kou-la-mian,4.2 stars out of 5,日式
vxh4,沐日食光獨享鍋,/restaurant/vxh4/mu-ri-shi-guang-du-xiang-guo,4.7 stars out of 5,台式
gyxw,點食成津,/restaurant/gyxw/dian-shi-cheng-jin,4.9 stars out of 5,台式
n8ms,風味主題炒飯,/restaurant/n8ms/feng-wei-zhu-ti-chao-fan,4.8 stars out of 5,台式
z1rv,井澤拉麵,/restaurant/z1rv/jing-ze-la-mian,4.5 stars out of 5,日式
al0m,點子鹹水雞,/restaurant/al0m/dian-zi-xian-shui-ji,4.5 stars out of 5,小吃
wgqq,大聖烤食餐盒,/restaurant/wgqq/da-sheng-kao-shi-can-he,4.8 stars out of 5,日式
l9o8,城市漢堡 (彰化大埔店),/restaurant/l9o8/cheng-shi-han-bao-zhang-hua-da-bu-dian,4.8 stars out of 5,早餐
o4ds,三皇三家 (彰化中正店),/restaurant/o4ds/san-huang-san-jia-zhang-hua-zhong-zheng-dian,5 stars out of 5,異國
k5jx,爭夯牛排館,/restaurant/k5jx/zheng-hang-niu-pai-guan,4.8 stars out of 5,台式
z0no,吳記大腸蚵仔麵線 (彰化彰師店),/restaurant/z0no/wu-ji-da-chang-he-zi-mian-xian-zhang-hua-zhang-shi-dian,4.8 stars out of 5,小吃
hj5s,板井滷肉飯,/restaurant/hj5s/ban-jing-lu-rou-fan-hj5s,4.7 stars out of 5,台式
a1hv,天利食堂 (彰化中正店),/restaurant/a1hv/tian-li-shi-tang-zhang-hua-zhong-zheng-dian,4.8 stars out of 5,日式
nw13,奧兒法低GI輕食餐 (彰化中正店),/restaurant/nw13/ao-er-fa-di-giqing-shi-can-zhang-hua-zhong-zheng-dian,4.6 stars out of 5,健康餐
yb1k,盒悅健康餐盒,/restaurant/yb1k/he-yue-jian-kang-can-he,4.9 stars out of 5,健康餐
z8gn,圓帥現炸雞翅,/restaurant/z8gn/yuan-shuai-xian-zha-ji-chi,4.7 stars out of 5,小吃
i3ru,莊手工鮮肉湯包,/restaurant/i3ru/zhuang-shou-gong-xian-rou-tang-bao,4.9 stars out of 5,中式
l2ny,鮮一碗海鮮湯飯刈包,/restaurant/l2ny/xian-wan-hai-xian-tang-fan-yi-bao,4.9 stars out of 5,台式
wlt6,家味湯包蒸餃,/restaurant/wlt6/jia-wei-tang-bao-zheng-jiao,4.8 stars out of 5,台式
f7fb,天香堂蔬食,/restaurant/f7fb/tian-xiang-tang-shu-shi,4.8 stars out of 5,素食
jd1l,北港號鹽水雞彰化分號,/restaurant/jd1l/bei-gang-hao-yan-shui-ji-zhang-hua-fen-hao,4.4 stars out of 5,小吃
fp9c,彰化川定豬腳飯 爌肉飯,/restaurant/fp9c/zhang-hua-chuan-ding-zhu-jiao-fan-kuang-rou-fan,4.9 stars out of 5,台式
eqkb,Q Burger 早午餐 (彰化秀傳店),/restaurant/eqkb/q-burger-zao-wu-can-zhang-hua-xiu-chuan-dian,4.8 stars out of 5,早餐
x299,傻師傅湯包 (彰化彰師店),/restaurant/x299/sha-shi-fu-tang-bao-zhang-hua-zhang-shi-dian,4.8 stars out of 5,中式
e5my,大廚子,/restaurant/e5my/da-chu-zi,4.9 stars out of 5,早餐
z1dz,石原省太郎泡芙,/restaurant/z1dz/shi-yuan-sheng-tai-lang-pao-fu,4.6 stars out of 5,甜點
kivb,釜山韓式料理,/restaurant/kivb/fu-shan-han-shi-liao-li,4.8 stars out of 5,韓式
z2lu,維亞歐式早餐 (彰化建國店),/restaurant/z2lu/wei-ya-ou-shi-zao-can-zhang-hua-jian-guo-dian,4.9 stars out of 5,早餐
xpdp,香港明煌燒臘快餐 (彰化師大店),/restaurant/xpdp/xiang-gang-ming-huang-shao-la-kuai-can-zhang-hua-shi-da-dian,4.8 stars out of 5,港式
g2hi,好蝦食堂,/restaurant/g2hi/hao-xia-shi-tang,4.9 stars out of 5,台式
a8bh,川牛木石亭 (彰化中華店),/restaurant/a8bh/chuan-niu-mu-shi-ting-zhang-hua-zhong-hua-dian,4.8 stars out of 5,日式
ee70,LOCAL‧TEA 24H,/restaurant/ee70/local-tea-24h,4.8 stars out of 5,飲料
a1di,茶穀鐘 (彰化大埔店),/restaurant/a1di/cha-gu-zhong-zhang-hua-da-bu-dian,4.9 stars out of 5,飲料
s1b3,雞格格香香雞,/restaurant/s1b3/ji-ge-ge-xiang-xiang-ji,4.4 stars out of 5,小吃
ow8f,甜點子豆花店,/restaurant/ow8f/tian-dian-zi-dou-hua-dian,4.5 stars out of 5,甜點
xn3z,二爺的店-夯串燒,/restaurant/xn3z/er-ye-de-dian-hang-chuan-shao,4.8 stars out of 5,小吃
f4pi,茶解渴Tjk,/restaurant/f4pi/cha-jie-ke-tjk,4.9 stars out of 5,飲料
e8wk,汏腸圈總店,/restaurant/e8wk/dai-chang-quan-zong-dian,4.8 stars out of 5,台式
k8bf,鹿港老街阿公香腸 (大埔店),/restaurant/k8bf/lu-gang-lao-jie-a-gong-xiang-chang-da-bu-dian,4.7 stars out of 5,小吃
z1df,港泰複合式快炒,/restaurant/z1df/gang-tai-fu-he-shi-kuai-chao,4.8 stars out of 5,台式
l5sz,蔬心麵坊·炸食,/restaurant/l5sz/shu-xin-mian-fang-zha-shi,4.9 stars out of 5,素食
q8hw,圓心茶堂,/restaurant/q8hw/yuan-xin-cha-tang,4.9 stars out of 5,飲料
e7nh,賞口飯,/restaurant/e7nh/shang-kou-fan,4.8 stars out of 5,台式
z9li,ㄚ潭豆花專賣店,/restaurant/z9li/atan-dou-hua-zhuan-mai-dian,4.7 stars out of 5,甜點
emln,炒飯匠 (彰化實踐店),/restaurant/emln/chao-fan-jiang-zhang-hua-shi-jian-dian,4.8 stars out of 5,台式
kyj0,悠閒時光水果花茶養身飲品館,/restaurant/kyj0/you-xian-shi-guang-shui-guo-hua-cha-yang-shen-yin-pin-guan,未知,飲料
f7ia,草之堂中西式素食,/restaurant/f7ia/cao-zhi-tang-zhong-xi-shi-su-shi,4.9 stars out of 5,素食
tgyd,中央美食燒烤便當簡餐館,/restaurant/tgyd/zhong-yang-mei-shi-shao-kao-bian-dang-jian-can-guan,3.8 stars out of 5,台式
bqkb,小丸豆製所,/restaurant/bqkb/xiao-wan-dou-zhi-suo,5 stars out of 5,甜點
z7xm,就是愛現 新鮮水果·茶·特調,/restaurant/z7xm/jiu-shi-ai-xian-xin-xian-shui-guo-cha-te-diao,4.9 stars out of 5,飲料
ul36,鑫丼食堂,/restaurant/ul36/xin-jing-shi-tang-ul36,4.7 stars out of 5,日式
ejda,阿宏的店,/restaurant/ejda/a-hong-de-dian,4.7 stars out of 5,台式
jcfl,宮崎香香卷,/restaurant/jcfl/gong-qi-xiang-xiang-juan,未知,日式
m0yr,小么雞鹹水雞 (彰化大埔店),/restaurant/m0yr/xiao-yao-ji-xian-shui-ji-zhang-hua-da-bu-dian,4.8 stars out of 5,小吃
sd3f,窩ㄎㄡˋ燕窩飲,/restaurant/sd3f/wo-kou-yan-wo-yin,4.2 stars out of 5,甜點
